Date,Machine_ID,Product_Type,Shift,Operator_Experience_Years,Temperature_C,Humidity_Percent,Production_Units,Defective_Units,Downtime_Minutes,Cycle_Time_Minutes,Energy_Consumption_kWh,Raw_Material_Cost_USD
2025-04-03,M4,Product_C,Morning,1.2,30.7,43.2,437.0,5,70.9,5.74,148.6,2375.25
2025-04-04,M2,Product_A,Morning,8.1,30.4,65.6,501.0,9,2.2,6.5,197.4,1677.69
2025-04-04,M1,Product_B,Evening,3.8,27.6,60.5,456.0,6,15.7,6.3,215.7,2117.12
2025-04-05,M1,Product_B,Morning,4.7,31.5,50.8,497.0,4,0.0,5.98,208.2,2485.07
2025-04-05,M1,Product_B,Morning,,31.9,68.5,477.0,8,0.9,7.6,201.0,2452.13
2025-04-05,M1,Product_A,Evening,4.7,28.1,66.9,510.0,10,43.6,6.32,192.9,1493.25
2025-04-06,M1,Product_B,Evening,7.3,34.6,49.4,482.0,5,0.0,6.12,212.0,2069.62
2025-04-06,M3,Product_B,Morning,9.2,33.1,50.7,,4,32.2,5.37,244.2,2388.03
2025-04-06,M1,Product_C,Morning,5.5,32.8,42.5,494.0,1,4.7,6.79,191.7,3095.62
2025-04-06,M2,Product_B,Evening,1.5,38.4,52.4,427.0,13,11.7,5.43,171.5,1892.17
2025-04-06,M4,Product_C,,1.7,36.5,45.0,447.0,5,21.5,6.48,224.3,2538.55
2025-04-06,M3,Product_B,Night,2.6,37.3,45.5,465.0,16,35.5,5.73,202.8,2095.29
2025-04-06,M3,Product_C,Evening,5.1,39.4,54.4,461.0,8,23.8,6.12,219.2,3299.34
2025-04-07,M4,Product_A,Evening,15.3,26.9,45.1,453.0,1,13.3,4.9,150.8,1467.86
2025-04-07,M3,Product_A,Morning,5.4,38.5,63.0,480.0,10,25.9,6.55,201.6,1574.13
2025-04-08,M5,Product_B,Evening,6.7,35.8,56.0,454.0,10,26.0,5.6,186.1,1880.69
2025-04-08,M3,Product_B,Night,,25.7,68.4,397.0,6,35.5,6.22,150.7,1892.46
2025-04-09,M3,Product_A,Evening,5.6,31.0,47.4,448.0,1,2.9,5.62,170.2,1474.44
2025-04-09,M4,Product_C,Evening,4.0,36.1,61.4,475.0,11,14.4,5.58,183.6,2729.21
2025-04-09,M3,Product_A,Morning,7.5,25.3,36.4,518.0,1,21.1,6.47,225.0,1572.74
2025-04-09,M2,Product_B,Night,8.7,28.0,48.4,468.0,1,2.8,5.82,228.0,1949.68
2025-04-09,M2,Product_C,Night,6.3,39.2,68.7,438.0,13,7.0,5.47,182.2,2773.75
2025-04-09,M1,Product_A,Night,9.9,31.9,59.1,431.0,4,7.1,5.22,175.2,1254.31
2025-04-09,M1,Product_B,Evening,4.5,31.9,76.1,484.0,15,6.8,6.23,257.3,2172.52
2025-04-09,M4,Product_A,Night,5.7,28.4,51.1,460.0,5,2.1,5.72,241.3,1435.04
2025-04-09,M1,Product_A,Evening,5.3,36.4,61.5,508.0,17,14.9,6.03,260.1,1578.72
2025-04-10,M5,Product_C,Night,13.8,36.1,54.9,418.0,3,5.1,5.31,167.6,2320.22
2025-04-10,M5,Product_C,Morning,9.0,30.4,57.3,484.0,9,0.0,5.61,217.6,3221.69
2025-04-10,M1,Product_A,Evening,4.9,35.7,47.0,465.0,4,11.3,4.63,132.8,1483.66
2025-04-11,M3,Product_A,Evening,4.7,39.3,54.7,472.0,8,14.4,6.79,198.8,1370.05
2025-04-11,M1,Product_A,Morning,5.1,,50.7,467.0,12,16.6,6.53,199.7,1672.79
2025-04-11,M2,Product_A,,,28.8,50.8,429.0,1,8.5,6.17,131.7,1563.64
2025-04-11,M3,Product_B,Morning,6.8,38.0,41.4,458.0,5,1.7,5.49,153.6,1767.25
2025-04-11,M1,Product_A,Morning,10.2,,46.0,498.0,1,0.0,5.35,187.3,1606.26
2025-04-11,M5,Product_A,Night,9.5,34.9,64.6,471.0,9,15.2,6.22,212.2,1500.87
2025-04-13,M4,Product_C,Night,6.3,,73.5,439.0,18,9.9,6.7,155.6,2715.58
2025-04-13,M2,Product_A,Night,0.0,28.3,63.5,438.0,3,42.3,6.79,164.4,1167.2
2025-04-13,M2,Product_A,Morning,4.1,33.6,44.7,495.0,4,0.0,5.34,277.8,1382.84
2025-04-13,M2,Product_B,Morning,6.8,38.5,48.4,510.0,7,2.6,5.26,178.0,2502.11
2025-04-13,M5,Product_A,Morning,0.8,27.3,61.8,444.0,9,17.4,6.68,164.7,1625.06
2025-04-14,M2,Product_B,Morning,16.1,24.8,52.8,521.0,1,0.0,5.55,202.8,2315.64
2025-04-14,M4,Product_C,Evening,7.2,37.4,41.1,419.0,3,6.4,5.15,220.8,2421.72
2025-04-14,M2,Product_C,Evening,11.4,33.5,42.4,475.0,1,4.3,4.99,220.5,2944.86
2025-04-14,M2,Product_B,Morning,11.9,38.7,44.7,463.0,3,54.0,6.03,210.3,2224.65
2025-04-14,M3,Product_A,Night,3.6,31.0,47.6,381.0,1,33.1,5.68,228.1,1175.4
2025-04-14,M3,Product_A,Evening,7.5,33.0,53.2,458.0,5,25.6,5.72,211.2,1631.01
2025-04-14,M1,Product_B,Evening,14.6,38.4,51.4,502.0,2,13.6,5.27,206.2,2267.26
2025-04-15,M3,Product_B,Night,0.0,33.0,58.1,471.0,9,2.7,6.09,207.5,2397.01
2025-04-16,M2,Product_B,Night,,29.9,41.1,431.0,1,12.7,6.27,159.6,1867.25
2025-04-16,M5,Product_B,Evening,8.2,36.0,59.3,472.0,5,164.8,4.65,207.3,2129.43
2025-04-17,M4,Product_B,Evening,6.0,28.5,59.7,459.0,10,7.4,7.28,214.4,1945.54
2025-04-18,M1,Product_C,Evening,10.1,32.8,50.9,,5,9.6,6.01,198.4,2533.82
2025-04-18,M3,Product_B,Evening,3.2,31.0,43.8,462.0,3,21.3,5.61,125.0,2107.43
2025-04-18,M1,Product_B,Morning,6.7,30.8,61.2,,12,3.9,6.27,234.0,2161.26
2025-04-19,M4,Product_C,Morning,9.6,40.2,44.1,514.0,7,0.0,5.11,182.3,3089.59
2025-04-19,M3,Product_A,Evening,7.4,35.7,51.2,461.0,4,5.4,6.1,187.6,1486.84
2025-04-20,M1,Product_B,Evening,2.9,30.2,59.8,446.0,9,48.1,4.98,143.5,1986.99
2025-04-21,M2,Product_B,Evening,7.6,36.1,54.9,469.0,9,14.9,4.92,192.5,2205.26
2025-04-21,M2,Product_A,Morning,0.0,31.2,55.9,440.0,10,8.4,6.6,234.2,1255.87
2025-04-21,M5,Product_C,Evening,5.8,36.3,57.7,,8,8.5,4.2,214.5,2655.01
2025-04-22,M2,Product_B,Night,12.2,,52.3,516.0,3,0.0,6.26,215.7,2479.06
2025-04-22,M1,Product_C,Morning,10.8,32.8,53.8,487.0,1,15.8,4.39,179.7,2712.15
2025-04-23,M2,Product_A,Night,5.6,23.1,44.5,423.0,2,15.1,6.93,185.5,1317.7
2025-04-23,M4,Product_A,Night,5.1,,59.1,,7,4.2,6.59,132.8,1151.23
2025-04-23,M3,Product_A,Night,9.2,29.9,46.1,474.0,1,0.0,5.15,205.1,1271.97
2025-04-23,M2,Product_C,Morning,4.5,33.0,58.8,505.0,9,16.9,6.86,205.3,2829.18
2025-04-23,M3,Product_B,Evening,15.4,31.8,38.3,467.0,1,18.6,5.73,177.3,2101.4
2025-04-23,M1,Product_A,Morning,4.4,33.7,35.3,504.0,5,11.4,7.11,219.4,1620.13
2025-04-24,M2,Product_B,Morning,8.8,35.3,81.8,495.0,13,39.2,5.43,228.0,2346.56
2025-04-24,M3,Product_A,Morning,3.6,38.2,48.8,497.0,7,20.4,6.88,218.6,1532.54
2025-04-24,M5,Product_A,Night,8.9,37.6,66.4,500.0,14,36.4,5.1,175.8,1502.49
2025-04-25,M2,Product_A,,5.0,,55.4,449.0,4,40.0,5.89,201.8,1289.76
2025-04-25,M1,Product_A,Morning,0.0,39.8,68.0,511.0,17,4.4,6.74,215.0,1675.68
2025-04-25,M4,Product_A,Evening,4.5,25.4,36.7,482.0,1,17.5,6.81,234.2,1423.53
2025-04-26,M2,Product_A,Evening,3.0,35.2,58.5,520.0,10,10.8,6.24,213.5,1590.45
2025-04-26,M2,Product_B,Evening,7.7,27.0,57.9,467.0,3,63.4,5.35,196.1,1873.83
2025-04-26,M3,Product_B,,8.0,,51.3,529.0,8,24.5,5.27,241.4,2521.8
2025-04-26,M1,Product_C,Morning,1.4,24.9,53.0,500.0,6,35.1,6.34,204.5,3098.66
2025-04-26,M1,Product_C,Evening,13.6,33.5,45.4,518.0,1,0.0,5.34,251.6,3210.74
2025-04-27,M4,Product_A,Morning,1.0,37.0,67.8,512.0,16,26.2,6.79,234.2,1641.26
2025-04-27,M4,Product_A,Morning,12.1,33.8,37.7,452.0,4,30.2,6.63,149.5,1353.82
2025-04-27,M5,Product_A,Morning,4.5,32.5,53.2,460.0,2,0.0,6.12,183.9,1732.09
2025-04-27,M1,Product_B,Evening,10.4,33.3,55.2,443.0,3,0.0,6.09,149.5,2289.02
2025-04-28,M2,Product_A,Morning,5.0,26.7,45.5,505.0,2,22.0,6.11,199.9,1586.83
2025-04-28,M4,Product_B,Morning,11.6,26.6,41.3,477.0,1,24.2,5.3,169.6,2251.67
2025-04-29,M1,Product_B,Evening,2.2,21.2,73.4,474.0,9,30.6,6.86,160.4,1922.56
2025-04-30,M1,Product_B,Evening,8.1,24.9,45.2,442.0,2,0.0,5.28,234.6,2062.54
2025-04-30,M4,Product_A,Morning,11.6,33.6,44.9,516.0,8,20.0,5.17,259.3,1804.0
2025-04-30,M2,Product_B,Morning,8.3,,49.5,443.0,1,37.3,6.03,228.0,2221.65
2025-05-01,M1,Product_A,Night,6.8,38.2,48.8,397.0,6,3.6,5.9,169.9,1241.59
2025-05-01,M2,Product_A,Night,6.8,35.1,53.2,467.0,3,0.0,6.52,164.6,1543.15
2025-05-02,M2,Product_A,Morning,11.2,25.1,41.4,440.0,1,3.4,5.69,164.9,1289.36
2025-05-02,M2,Product_B,Evening,5.8,18.0,63.8,443.0,6,13.4,7.07,164.9,2120.46
2025-05-03,M5,Product_A,Morning,11.5,33.8,66.9,468.0,6,41.2,4.65,204.6,1469.39
2025-05-03,M1,Product_A,Morning,4.9,34.7,74.4,470.0,14,17.0,6.18,229.9,1405.26
2025-05-04,M2,Product_B,Morning,8.0,29.9,54.5,471.0,4,18.8,6.48,202.0,2211.63
2025-05-04,M1,Product_A,Morning,,32.2,52.6,498.0,1,8.0,6.11,207.9,1598.59
2025-05-04,M4,Product_A,Evening,10.4,33.2,35.1,482.0,1,12.0,4.87,175.3,1507.12
2025-05-04,M2,Product_A,Night,8.6,19.3,44.9,437.0,1,50.5,4.33,155.9,1336.76
2025-05-04,M1,Product_A,Night,13.7,36.3,50.3,472.0,3,12.0,4.69,188.8,1245.37
2025-05-04,M2,Product_A,,2.5,27.0,48.7,420.0,1,18.4,6.04,155.3,1363.46
2025-05-05,M5,Product_B,Morning,,33.2,49.2,479.0,7,4.2,5.58,184.6,2086.12
2025-05-06,M1,Product_A,Night,8.0,34.2,43.7,441.0,1,52.9,5.57,169.3,1467.21
2025-05-06,M4,Product_A,Evening,8.7,32.1,59.7,470.0,4,0.0,5.97,164.0,1404.6
2025-05-07,M1,Product_A,Morning,,37.8,59.7,501.0,5,59.7,5.15,242.2,1426.63
2025-05-07,M3,Product_A,Night,3.7,33.6,35.7,445.0,1,7.3,5.84,199.4,1385.01
2025-05-08,M4,Product_C,Night,7.7,31.2,63.8,433.0,9,15.9,6.63,210.5,2787.02
2025-05-08,M5,Product_A,Night,8.8,30.6,55.7,464.0,8,15.6,5.7,143.7,1478.99
2025-05-08,M3,Product_B,Night,2.7,26.5,67.0,382.0,3,33.2,7.71,159.2,1603.04
2025-05-08,M3,Product_C,Night,10.0,33.2,64.2,480.0,7,30.4,6.14,174.2,2602.04
2025-05-08,M2,Product_B,Night,8.2,30.8,61.8,,2,67.6,5.73,207.1,2116.43
2025-05-08,M2,Product_A,Morning,6.4,30.6,51.9,469.0,2,11.8,6.18,164.9,1319.51
2025-05-08,M2,Product_A,Morning,13.4,25.9,53.0,454.0,1,8.4,4.84,176.8,1377.1
2025-05-09,M2,Product_A,Evening,9.3,35.6,62.0,450.0,4,7.8,4.76,158.1,1457.87
2025-05-09,M5,Product_A,Evening,13.9,33.5,60.6,515.0,2,0.0,6.19,234.4,1637.53
2025-05-09,M4,Product_C,Night,3.4,32.6,76.8,460.0,13,35.5,6.33,176.2,2378.21
2025-05-09,M3,Product_A,Morning,5.7,28.3,55.7,474.0,1,32.0,5.61,235.6,1627.63
2025-05-09,M1,Product_B,Night,9.1,27.7,50.3,471.0,1,18.9,5.95,197.0,2293.54
2025-05-09,M5,Product_A,Morning,12.5,19.3,54.4,479.0,1,0.0,5.35,171.6,1464.54
2025-05-09,M2,Product_A,Morning,3.5,32.2,55.1,519.0,6,72.2,6.37,200.9,1533.95
2025-05-10,M2,Product_A,Morning,,26.6,59.4,447.0,9,19.9,6.75,233.0,1399.82
2025-05-10,M3,Product_A,Night,7.7,22.8,65.5,411.0,1,12.6,5.42,185.2,1190.18
2025-05-10,M3,Product_C,Morning,5.9,26.9,55.6,466.0,2,33.9,5.86,189.9,2834.43
2025-05-10,M1,Product_C,Morning,9.9,35.4,47.6,457.0,3,17.8,5.29,190.3,2811.44
2025-05-10,M2,Product_C,Night,4.5,,78.1,456.0,13,50.7,5.22,215.6,2648.33
2025-05-10,M3,Product_C,Evening,2.9,39.8,46.4,482.0,4,22.1,6.86,190.3,2985.18
2025-05-10,M3,Product_A,Morning,9.1,,62.3,468.0,4,24.9,6.05,172.9,1526.45
2025-05-11,M3,Product_C,Night,8.3,27.1,63.2,445.0,1,39.8,5.52,189.9,2615.99
2025-05-11,M3,Product_A,Morning,4.7,36.6,59.7,504.0,11,5.0,6.82,259.2,1450.31
2025-05-11,M5,Product_B,Evening,15.2,32.7,50.0,455.0,4,9.1,5.5,245.2,2328.66
2025-05-11,M1,Product_B,Evening,4.9,31.4,54.4,434.0,7,32.7,5.36,167.8,1890.47
2025-05-11,M2,Product_C,Night,5.9,31.3,47.8,450.0,1,21.1,5.84,179.5,2815.57
2025-05-12,M5,Product_C,Night,,28.9,68.7,467.0,14,20.3,5.47,169.1,3069.89
2025-05-12,M1,Product_C,Night,5.6,26.2,52.8,438.0,4,3.6,6.53,128.7,2704.34
2025-05-12,M1,Product_A,Evening,1.8,32.9,62.0,412.0,9,14.0,6.35,154.3,1410.16
2025-05-14,M5,Product_C,Morning,11.8,27.0,57.3,472.0,1,7.8,6.16,213.6,2814.67
2025-05-14,M2,Product_A,Evening,10.9,40.5,64.9,522.0,8,30.7,6.57,236.1,1769.96
2025-05-15,M1,Product_B,Night,7.5,37.3,56.8,472.0,11,54.9,5.86,239.1,2114.19
2025-05-15,M1,Product_A,Morning,7.5,33.1,62.8,,11,16.9,5.54,217.6,1634.33
2025-05-15,M1,Product_C,Evening,10.2,33.3,50.6,450.0,3,0.0,5.14,227.1,2725.09
2025-05-15,M1,Product_B,Morning,6.7,33.3,58.5,520.0,2,55.8,6.39,183.4,2058.77
2025-05-15,M4,Product_A,Morning,10.6,36.3,56.7,475.0,2,49.1,6.9,151.6,1545.05
2025-05-16,M5,Product_B,Morning,7.8,36.7,67.2,496.0,7,71.8,5.73,160.4,2251.16
2025-05-16,M1,Product_B,Morning,11.5,31.9,61.4,477.0,7,5.4,4.69,184.3,2454.86
2025-05-16,M2,Product_B,Night,11.3,35.8,46.3,525.0,5,15.0,5.72,214.6,2296.42
2025-05-17,M2,Product_A,Evening,5.8,25.1,52.2,445.0,1,8.1,5.51,186.9,1494.91
2025-05-17,M5,Product_B,,1.6,25.0,56.8,483.0,4,26.0,7.68,168.6,2108.51
2025-05-17,M3,Product_B,Morning,,39.2,37.5,495.0,4,1.0,6.37,184.2,1941.02
2025-05-17,M2,Product_C,Evening,13.3,31.8,63.7,474.0,3,11.2,6.18,144.6,2743.8
2025-05-18,M4,Product_B,Night,9.2,25.8,45.0,424.0,3,64.5,5.99,168.9,2006.47
2025-05-18,M4,Product_B,Morning,3.6,44.4,55.6,469.0,10,54.1,6.54,156.0,2144.27
2025-05-19,M2,Product_A,Morning,,33.8,46.6,525.0,1,44.6,5.15,142.8,1788.92
2025-05-19,M2,Product_B,Morning,4.3,27.8,53.6,459.0,4,64.1,7.33,231.8,2260.62
2025-05-20,M5,Product_A,Morning,8.6,31.7,53.0,519.0,4,84.7,6.76,202.7,1434.16
2025-05-20,M2,Product_B,Morning,12.0,32.9,60.0,451.0,7,11.6,5.49,201.0,2191.41
2025-05-20,M1,Product_A,Evening,11.2,39.7,52.0,508.0,3,27.4,5.3,173.7,1921.82
2025-05-21,M1,Product_B,Evening,10.4,24.9,64.9,455.0,1,14.4,7.25,234.2,2188.27
2025-05-22,M2,Product_A,,7.6,38.4,65.4,468.0,10,56.9,6.27,183.3,1432.77
2025-05-22,M3,Product_A,Evening,6.4,19.6,49.6,419.0,1,6.3,5.7,144.9,1250.57
2025-05-22,M2,Product_A,Morning,6.1,28.7,50.8,473.0,6,9.3,6.69,230.4,1507.84
2025-05-23,M1,Product_A,Evening,16.6,43.2,64.4,497.0,12,27.9,4.56,193.2,1512.61
2025-05-23,M2,Product_A,Evening,5.9,30.0,50.1,454.0,2,71.4,6.01,221.2,1225.12
2025-05-24,M3,Product_A,Evening,5.8,18.9,60.6,418.0,5,11.5,4.84,149.7,1506.91
2025-05-24,M4,Product_B,Night,10.8,28.6,57.8,455.0,3,6.2,5.39,178.6,2231.29
2025-05-24,M4,Product_C,Evening,9.8,30.9,51.7,474.0,1,10.4,6.72,255.1,2755.31
2025-05-24,M1,Product_B,Night,13.2,34.9,55.1,456.0,5,0.0,6.04,219.8,2122.81
2025-05-24,M3,Product_B,Morning,8.2,30.2,48.5,502.0,2,0.0,6.2,191.2,2184.23
2025-05-24,M1,Product_B,Morning,10.8,31.8,67.7,456.0,4,0.3,5.57,167.6,2057.55
2025-05-25,M1,Product_A,Evening,6.9,22.2,53.4,433.0,1,22.4,6.21,171.9,1435.11
2025-05-25,M4,Product_B,Evening,,39.1,51.7,448.0,11,3.9,6.01,191.3,1831.49
2025-05-25,M2,Product_C,Night,2.6,34.9,44.8,409.0,6,15.7,6.85,202.7,2335.83
2025-05-26,M1,Product_C,,6.1,38.5,71.9,430.0,12,3.2,5.78,144.1,2665.06
2025-05-26,M5,Product_A,Morning,1.2,26.1,39.3,461.0,2,18.6,5.84,196.6,1745.73
2025-05-27,M2,Product_C,Evening,13.8,30.9,44.1,470.0,2,0.0,5.82,244.9,3190.41
2025-05-27,M5,Product_A,Morning,8.1,25.9,49.3,464.0,1,33.2,5.89,206.4,1582.05
2025-05-27,M4,Product_A,Morning,2.6,24.7,59.6,486.0,4,30.0,5.67,190.9,1637.54
2025-05-27,M2,Product_B,Morning,10.9,36.7,60.8,486.0,10,6.6,4.84,200.5,2155.85
2025-05-27,M1,Product_C,Morning,13.5,25.7,61.0,520.0,4,0.0,5.05,220.7,3322.78
2025-05-27,M3,Product_C,Night,2.9,43.3,64.2,437.0,13,33.4,5.88,171.5,2740.18
2025-05-27,M3,Product_A,Evening,2.9,33.7,50.6,461.0,9,12.7,7.24,142.6,1380.11
2025-05-28,M1,Product_A,Morning,0.0,34.1,48.8,450.0,4,31.8,6.77,159.5,1680.99
2025-05-28,M4,Product_A,Evening,11.1,30.0,55.2,504.0,6,58.7,6.83,222.8,1807.92
2025-05-28,M1,Product_B,Morning,,33.9,54.4,490.0,5,2.9,5.0,239.3,2325.89
2025-05-28,M4,Product_A,Morning,3.8,34.9,58.6,482.0,11,15.1,6.48,168.3,1532.06
2025-05-30,M1,Product_A,Morning,10.3,40.1,52.0,489.0,8,26.9,4.62,205.0,1405.31
2025-05-30,M3,Product_A,Evening,10.8,27.5,48.6,485.0,1,2.8,6.32,246.0,1434.24
2025-05-31,M4,Product_A,Morning,12.3,27.1,62.4,469.0,4,8.9,5.39,127.8,1273.49
2025-05-31,M2,Product_A,Evening,7.9,,54.1,452.0,4,5.1,5.53,133.9,1443.6
2025-05-31,M3,Product_A,,5.0,29.0,47.5,508.0,5,26.8,6.45,229.4,1753.61
2025-05-31,M2,Product_B,Evening,1.2,31.0,71.1,446.0,12,22.4,6.82,157.4,2038.34
2025-06-01,M1,Product_A,Night,7.5,26.7,67.8,465.0,7,28.3,5.51,171.3,1256.05
2025-06-01,M1,Product_A,Night,0.0,35.5,45.4,,5,12.5,7.32,126.4,1865.39
2025-06-01,M2,Product_A,Night,8.8,40.5,45.0,413.0,2,34.5,5.36,231.1,1165.2
2025-06-01,M2,Product_B,,7.6,33.8,52.8,466.0,6,36.5,6.12,214.9,2188.83
2025-06-01,M1,Product_B,Morning,5.2,44.7,47.7,437.0,11,30.8,5.71,214.2,1928.96
2025-06-01,M4,Product_B,Night,14.5,35.3,55.5,424.0,5,13.4,5.49,163.1,2090.31
2025-06-01,M4,Product_A,Evening,1.1,,54.7,469.0,13,32.4,6.72,183.8,1402.04
2025-06-01,M1,Product_C,,3.8,31.1,49.8,454.0,7,44.3,6.2,176.1,2566.86
2025-06-02,M1,Product_B,Evening,14.7,31.7,66.6,495.0,1,5.3,4.86,184.0,2266.96
2025-06-02,M3,Product_A,Night,15.9,,58.4,483.0,4,0.0,4.94,182.4,1937.82
2025-06-02,M2,Product_A,Night,12.4,33.5,77.2,481.0,9,0.0,5.89,218.1,1407.36
2025-06-03,M2,Product_A,Night,6.7,32.8,59.2,458.0,5,15.4,6.38,220.7,1478.34
2025-06-03,M5,Product_A,Morning,5.6,41.6,47.3,475.0,11,1.8,5.99,153.3,1688.25
2025-06-03,M5,Product_C,Evening,16.0,34.2,60.0,483.0,2,3.0,5.91,226.9,2889.24
2025-06-04,M2,Product_A,Evening,7.6,37.2,58.4,469.0,3,1.2,5.6,164.8,1424.27
2025-06-04,M1,Product_A,Morning,,33.2,54.8,441.0,7,14.6,7.2,213.4,1659.09
2025-06-06,M3,Product_A,Morning,3.3,27.8,56.7,491.0,8,21.9,6.2,223.3,1617.81
2025-06-06,M3,Product_A,Evening,8.4,34.5,52.1,445.0,7,0.0,4.88,203.6,1345.28
2025-06-07,M5,Product_B,Evening,8.8,34.7,46.9,429.0,2,44.4,6.09,218.5,1965.71
2025-06-07,M4,Product_B,Evening,1.7,30.4,30.9,470.0,1,57.7,6.94,275.0,2318.19
2025-06-07,M1,Product_C,Morning,6.0,41.6,35.1,487.0,6,18.8,6.98,236.4,3046.28
2025-06-07,M4,Product_A,Evening,7.7,29.6,44.9,471.0,1,1.1,6.45,161.4,1347.51
2025-06-08,M2,Product_A,Evening,7.7,27.5,51.3,451.0,4,41.9,5.96,163.3,1567.2
2025-06-09,M2,Product_A,Evening,0.5,30.6,54.6,394.0,8,46.3,7.0,127.1,1208.71
2025-06-09,M3,Product_A,Night,9.1,31.7,59.7,507.0,9,0.0,6.52,150.3,1531.53
2025-06-09,M5,Product_B,,4.8,34.7,45.7,506.0,15,11.4,6.11,157.4,2467.79
2025-06-09,M4,Product_B,Morning,11.2,27.0,52.4,463.0,1,9.1,5.24,180.4,2287.93
2025-06-09,M5,Product_C,Morning,11.2,28.2,54.6,485.0,1,26.0,5.8,217.9,3103.75
2025-06-09,M4,Product_C,Night,8.3,27.8,63.4,455.0,2,7.5,5.45,223.2,2618.06
2025-06-09,M1,Product_A,Evening,7.2,34.1,51.3,474.0,3,57.1,6.08,204.3,1451.82
2025-06-10,M1,Product_A,Morning,0.9,24.6,37.4,488.0,1,32.0,7.34,170.7,1744.21
2025-06-10,M1,Product_C,Night,8.1,33.5,51.6,458.0,5,0.0,5.92,167.8,2538.12
2025-06-10,M2,Product_B,Evening,3.6,31.5,51.3,429.0,4,8.8,5.85,211.4,1808.2
2025-06-10,M2,Product_B,Evening,4.6,25.9,45.7,462.0,1,5.0,6.06,166.2,2030.81
2025-06-10,M2,Product_C,Morning,4.4,32.4,64.5,436.0,10,2.4,6.37,202.9,2443.78
2025-06-10,M3,Product_A,,7.9,31.0,51.8,418.0,3,37.5,6.03,158.7,1306.77
2025-06-10,M1,Product_A,Evening,3.1,28.0,66.7,471.0,6,14.8,6.33,203.1,1298.78
2025-06-10,M1,Product_A,Evening,7.6,33.1,51.5,458.0,4,3.6,5.96,177.4,1771.35
2025-06-11,M2,Product_A,Morning,5.0,40.8,68.7,476.0,20,22.3,6.17,202.3,1651.53
2025-06-11,M2,Product_A,Morning,17.2,37.2,38.9,515.0,6,0.0,4.69,239.6,1814.21
2025-06-11,M2,Product_C,Morning,13.0,33.4,47.4,453.0,1,10.4,5.72,170.8,2646.95
2025-06-12,M5,Product_A,Morning,15.8,42.5,56.5,516.0,5,24.3,4.37,248.5,1561.74
2025-06-12,M2,Product_C,Evening,6.2,27.8,44.1,468.0,1,39.9,6.76,148.1,2589.83
2025-06-12,M4,Product_C,Night,9.7,38.8,50.8,424.0,8,24.7,6.02,138.1,2281.6
2025-06-12,M2,Product_B,Evening,8.7,30.2,66.1,435.0,8,0.1,5.46,176.2,2039.07
2025-06-13,M2,Product_A,Night,3.6,27.0,52.6,420.0,5,47.1,6.21,218.3,1268.26
2025-06-13,M2,Product_A,Night,12.8,28.9,37.7,426.0,1,37.5,5.11,216.5,1378.44
2025-06-13,M1,Product_A,Evening,0.0,25.6,46.6,447.0,3,25.2,6.16,197.1,1347.44
2025-06-13,M3,Product_C,,3.6,21.0,68.1,466.0,9,43.3,7.39,195.7,2996.6
2025-06-13,M2,Product_A,Evening,13.1,36.7,42.4,467.0,2,0.0,5.24,252.9,1407.55
2025-06-14,M3,Product_A,Evening,6.9,30.4,61.5,480.0,4,14.5,5.22,192.5,1435.04
2025-06-15,M5,Product_A,Morning,6.5,21.2,62.6,498.0,3,0.0,5.66,206.0,1285.59
2025-06-16,M5,Product_B,Morning,3.5,25.6,68.7,455.0,9,9.5,5.98,209.2,1771.94
2025-06-17,M3,Product_C,Evening,11.3,,35.1,497.0,1,11.4,5.21,256.6,2946.83
2025-06-17,M2,Product_A,Morning,16.0,30.3,46.6,471.0,1,17.7,5.18,213.7,1321.96
2025-06-17,M4,Product_B,Evening,3.1,35.3,57.1,446.0,13,21.9,6.07,171.1,1815.14
2025-06-18,M4,Product_B,Morning,5.7,37.8,72.9,460.0,14,2.6,6.32,259.8,2164.29
2025-06-19,M3,Product_C,Evening,5.0,27.5,52.2,461.0,3,12.2,5.54,129.9,2706.68
2025-06-19,M2,Product_B,Evening,8.8,32.2,51.0,473.0,1,27.5,4.62,176.1,2153.28
2025-06-19,M4,Product_A,Morning,1.9,25.2,59.3,484.0,3,39.7,5.66,119.9,1339.42
2025-06-19,M3,Product_A,Evening,0.2,32.0,64.5,431.0,9,22.4,6.44,167.9,1532.76
2025-06-20,M4,Product_A,,6.7,39.0,68.5,493.0,14,27.5,5.68,232.4,1618.97
2025-06-20,M2,Product_A,,3.6,32.8,55.6,,7,34.6,5.69,237.3,1573.68
2025-06-21,M2,Product_B,Morning,7.9,25.2,50.6,437.0,2,15.3,6.57,207.6,1938.97
2025-06-21,M4,Product_A,Morning,10.2,32.6,52.6,512.0,6,23.2,6.09,212.5,1655.59
2025-06-21,M3,Product_A,Morning,11.6,33.1,63.6,504.0,3,14.5,5.36,187.4,1506.76
2025-06-21,M1,Product_C,Evening,8.3,23.4,71.0,,4,35.4,6.55,183.8,2769.64
2025-06-21,M3,Product_B,Morning,1.9,20.2,44.3,,5,7.3,7.05,213.1,2355.33
2025-06-22,M4,Product_C,Evening,8.5,32.8,43.1,434.0,4,10.2,5.33,181.3,2638.12
2025-06-23,M4,Product_C,Evening,11.8,32.0,47.8,490.0,1,17.8,5.98,229.9,3089.11
2025-06-24,M4,Product_A,Night,6.3,32.2,52.9,446.0,4,68.3,6.49,186.8,1542.54
